genetic,length,mass,bmi,exercise,smoking,alcohol,sugar,lifespan
92.6,181.0,57.6,17.6,2.9,16.6,1.0,11.1,91.0
85.1,185.0,123.7,36.1,1.9,0.0,0.5,7.5,85.8
75.2,176.0,110.9,35.8,1.6,21.3,0.4,5.3,67.7
93.8,176.0,144.0,46.5,1.0,14.9,0.6,8.5,87.0
87.2,176.0,56.1,18.1,1.4,14.0,4.4,4.7,86.5
90.5,199.0,119.6,30.2,2.1,8.2,1.9,8.0,89.0
86.8,176.0,74.8,24.1,4.5,2.4,1.1,12.8,87.4
98.0,173.0,118.6,39.6,1.8,2.4,0.3,5.7,97.1
88.2,181.0,75.5,23.0,3.4,14.5,0.4,9.5,86.1
98.5,188.0,76.0,21.5,1.4,3.5,2.6,5.8,97.5
81.0,165.0,80.5,29.6,1.0,0.6,0.6,10.0,80.6
94.2,171.0,66.7,22.8,0.3,0.0,2.1,7.5,93.6
86.5,176.0,78.2,25.2,1.3,1.2,0.3,8.7,87.0
84.4,197.0,94.7,24.4,3.3,19.5,0.2,7.7,82.1
82.3,164.0,85.6,31.8,1.1,13.0,3.1,10.7,76.6
90.0,202.0,76.9,18.8,2.0,1.8,3.5,2.2,89.5
87.0,189.0,108.2,30.3,4.3,11.9,4.2,3.8,84.7
88.2,170.0,78.4,27.1,1.7,7.2,4.6,6.1,84.6
92.0,187.0,112.9,32.3,4.3,18.3,1.4,6.4,89.6
84.8,169.0,75.1,26.3,0.5,4.5,1.5,2.8,83.4
81.1,180.0,60.7,18.7,1.9,11.3,5.7,6.7,76.6
83.4,181.0,52.6,16.1,1.9,0.4,0.9,2.7,84.9
78.3,198.0,102.0,26.0,3.9,14.2,0.3,7.5,74.7
75.9,178.0,56.3,17.8,3.7,20.9,2.8,2.9,72.7
80.6,169.0,69.5,24.3,2.6,13.4,0.4,8.3,79.8
81.5,181.0,117.8,36.0,3.8,0.6,5.0,5.1,81.6
76.7,183.0,87.7,26.2,5.4,19.1,0.3,1.6,78.3
78.4,183.0,109.4,32.7,1.5,0.9,3.5,5.6,77.7
79.6,179.0,124.3,38.8,1.7,13.0,0.3,3.8,76.0
79.8,198.0,52.4,13.4,1.2,6.0,2.5,5.7,77.6
76.0,163.0,93.6,35.2,3.8,0.5,0.6,7.4,77.1
81.7,167.0,73.5,26.4,1.9,0.3,4.4,5.3,82.4
80.8,178.0,75.5,23.8,3.0,9.7,0.6,8.3,80.2
85.7,192.0,102.0,27.7,4.1,0.0,5.1,4.5,87.5
92.8,201.0,57.9,14.3,3.6,9.2,0.6,6.1,90.1
80.7,191.0,88.0,24.1,1.5,0.1,3.5,3.8,80.7
75.1,174.0,122.8,40.6,1.1,11.5,2.5,5.4,70.0
73.3,162.0,87.2,33.2,1.7,8.8,4.3,10.2,70.4
82.9,177.0,93.0,29.7,4.3,18.3,0.3,3.6,80.3
84.6,189.0,124.1,34.7,1.6,18.7,2.0,11.2,80.2
84.4,182.0,79.4,24.0,4.2,12.7,0.5,6.5,83.4
90.2,178.0,98.0,30.9,3.1,13.3,0.2,6.3,87.0
89.8,179.0,113.1,35.3,1.9,19.1,4.6,9.2,83.5
77.1,183.0,63.9,19.1,1.6,19.7,0.4,2.7,72.7
73.8,182.0,140.3,42.4,2.7,11.3,1.8,7.9,69.9
83.8,173.0,122.0,40.8,1.0,1.2,5.0,7.4,81.5
73.6,169.0,67.9,23.8,1.4,20.2,1.6,10.9,65.3
88.9,204.0,107.8,25.9,2.4,6.0,2.5,9.0,87.2
88.5,186.0,95.1,27.5,3.7,15.1,5.3,8.7,85.2
72.8,186.0,120.6,34.9,1.5,0.7,2.4,5.3,72.0
93.4,191.0,132.1,36.2,1.4,0.7,1.1,4.1,93.0
80.0,214.0,108.9,23.8,4.2,2.3,2.7,10.8,80.8
71.9,185.0,116.6,34.1,4.2,5.9,0.8,7.8,72.5
94.0,198.0,78.5,20.0,1.8,0.1,1.0,6.3,93.8
87.5,176.0,57.9,18.7,2.3,6.0,1.2,9.4,86.7
77.0,194.0,79.9,21.2,4.6,10.4,0.4,5.8,78.4
90.4,172.0,60.2,20.3,1.8,8.4,3.7,11.0,86.7
67.9,169.0,81.2,28.4,3.7,0.9,5.6,6.5,69.6
71.3,181.0,130.6,39.9,1.0,6.4,0.9,6.6,68.1
65.4,176.0,65.7,21.2,2.8,12.4,2.7,7.2,63.7
82.4,164.0,106.2,39.5,0.8,19.9,0.2,8.4,74.0
69.3,196.0,58.0,15.1,3.3,8.1,5.2,3.8,67.8
76.8,173.0,55.5,18.5,2.3,21.7,4.7,4.4,72.5
81.2,191.0,98.1,26.9,2.0,7.0,2.1,3.6,80.9
79.7,185.0,91.7,26.8,4.5,20.3,1.2,10.0,75.5
77.8,183.0,58.4,17.4,2.9,14.3,0.4,5.3,72.6
77.0,189.0,92.8,26.0,2.6,11.2,5.0,4.4,76.0
82.2,195.0,79.0,20.8,3.6,5.3,0.8,7.7,82.8
82.2,179.0,84.4,26.3,0.4,0.0,1.1,2.7,81.9
97.7,189.0,89.6,25.1,1.6,3.2,3.4,10.0,96.4
85.0,172.0,91.3,30.9,1.9,12.5,4.5,5.5,81.7
83.3,174.0,84.6,27.9,2.1,0.0,0.8,6.7,84.1
69.2,199.0,83.7,21.1,1.7,21.9,3.8,4.1,63.1
81.7,175.0,64.3,21.0,1.9,7.6,1.9,12.5,79.8
78.1,186.0,140.0,40.5,3.8,13.6,5.1,5.5,73.9
86.4,183.0,101.7,30.4,3.1,20.9,1.5,5.5,83.8
86.4,170.0,108.0,37.4,1.2,0.9,3.2,4.3,85.3
76.3,177.0,61.0,19.5,2.1,6.5,5.2,4.9,74.3
72.3,184.0,96.5,28.5,5.3,15.4,0.8,7.3,70.3
82.0,170.0,69.4,24.0,0.8,17.6,0.8,8.6,76.0
77.4,196.0,98.3,25.6,2.6,18.9,3.5,5.2,74.5
77.0,171.0,84.7,29.0,1.6,11.0,4.7,6.8,74.4
87.3,163.0,81.8,30.8,1.2,3.7,5.6,4.5,85.2
82.9,204.0,67.8,16.3,2.1,2.4,3.2,12.2,82.1
80.3,167.0,109.9,39.4,1.5,11.0,4.4,7.9,75.9
74.1,197.0,104.7,27.0,2.0,1.6,0.8,4.7,74.5
96.8,207.0,143.3,33.4,1.6,18.0,0.6,7.5,92.1
73.2,195.0,86.9,22.9,2.2,4.0,4.0,10.5,71.3
85.8,189.0,83.7,23.4,2.8,7.2,4.2,6.6,83.8
85.4,172.0,74.2,25.1,2.1,13.0,4.0,2.7,83.0
77.1,172.0,96.1,32.5,1.6,17.2,5.7,4.1,73.5
79.5,196.0,95.7,24.9,2.8,1.9,0.2,5.8,80.9
77.1,180.0,92.0,28.4,1.1,20.8,5.5,6.5,73.1
78.1,208.0,100.7,23.3,5.3,5.6,3.8,8.4,79.4
81.0,167.0,72.0,25.8,0.7,9.2,2.3,5.5,76.8
85.1,186.0,107.3,31.0,0.8,6.9,0.7,4.8,83.7
82.4,190.0,82.7,22.9,5.3,18.0,1.1,10.6,81.7
93.4,205.0,136.2,32.4,2.1,10.9,4.7,6.3,89.9
65.0,172.0,102.2,34.5,1.0,10.0,1.7,10.7,60.5
81.5,191.0,82.5,22.6,4.3,10.4,1.7,5.2,80.9
74.8,193.0,105.1,28.2,1.4,4.8,1.2,5.4,73.4
80.3,197.0,123.5,31.8,3.7,0.1,0.5,7.4,82.7
88.2,187.0,128.1,36.6,2.6,16.7,0.7,6.2,83.9
77.0,169.0,107.7,37.7,3.7,11.4,1.8,6.9,74.9
80.7,178.0,65.2,20.6,2.3,19.0,0.2,12.7,74.3
79.7,190.0,77.2,21.4,1.6,18.9,0.5,8.5,76.7
78.6,163.0,89.5,33.7,3.1,17.6,4.1,6.3,74.5
79.7,177.0,81.9,26.1,2.9,15.8,5.1,2.3,77.5
81.6,192.0,70.6,19.2,1.9,3.8,2.8,2.4,82.0
83.8,166.0,77.5,28.1,2.8,17.0,2.6,3.1,83.6
90.8,185.0,117.5,34.3,1.8,13.3,4.3,2.0,86.8
81.9,178.0,77.2,24.4,1.6,12.2,2.0,4.3,77.8
79.5,190.0,111.7,30.9,1.2,1.7,2.0,5.9,78.6
90.7,191.0,123.3,33.8,4.0,0.1,5.9,7.2,91.9
84.5,185.0,67.5,19.7,1.7,16.1,1.2,8.9,81.6
79.6,190.0,83.8,23.2,1.5,16.1,3.8,7.8,72.6
83.3,177.0,84.9,27.1,1.9,8.7,4.9,5.3,79.6
80.3,180.0,98.7,30.5,1.1,14.4,0.8,8.6,76.6
91.4,198.0,80.7,20.6,4.3,0.1,0.4,5.3,93.0
80.6,199.0,95.5,24.1,2.2,6.0,0.6,8.2,79.8
78.4,185.0,73.7,21.5,1.6,14.0,4.4,5.9,72.6
78.4,189.0,75.8,21.2,2.8,1.0,1.3,11.1,79.3
81.1,157.0,89.8,36.4,1.5,2.9,0.9,11.4,79.8
93.1,189.0,65.0,18.2,2.8,19.3,1.1,8.5,90.7
89.9,182.0,83.6,25.2,1.5,13.8,4.3,12.2,87.2
74.6,193.0,82.3,22.1,2.0,8.9,4.8,6.7,72.0
79.1,182.0,92.3,27.9,1.7,9.2,5.8,6.4,76.1
88.1,188.0,78.8,22.3,1.8,6.6,2.6,7.6,87.0
89.9,170.0,137.1,47.4,1.7,16.4,4.5,3.3,83.0
81.0,187.0,73.9,21.1,4.6,12.8,0.5,8.3,81.9
82.8,175.0,113.9,37.2,3.5,19.8,3.2,4.1,75.8
80.0,179.0,82.4,25.7,3.2,19.7,1.3,6.1,78.8
83.5,186.0,64.0,18.5,3.5,9.5,0.2,3.6,82.8
65.5,190.0,74.9,20.7,1.1,6.3,4.2,7.0,62.7
88.9,203.0,74.9,18.2,1.3,14.9,2.5,11.3,87.0
83.5,170.0,143.2,49.6,2.9,19.5,0.7,4.7,80.2
72.5,197.0,112.8,29.1,1.9,12.3,4.9,10.1,68.4
93.3,169.0,105.9,37.1,4.3,2.5,4.7,5.7,94.7
81.6,184.0,93.2,27.5,1.6,9.5,2.5,5.9,80.6
76.4,188.0,54.7,15.5,3.8,3.3,1.2,5.3,76.4
77.3,213.0,128.5,28.3,3.4,10.5,4.4,5.0,73.6
80.2,195.0,98.5,25.9,3.0,7.9,3.1,8.4,79.5
76.4,171.0,78.8,26.9,1.9,0.2,4.6,5.6,75.1
85.7,182.0,132.4,40.0,2.7,15.4,0.2,4.9,82.0
75.1,202.0,72.5,17.8,2.6,0.3,4.3,9.2,76.3
85.3,190.0,95.1,26.3,1.0,18.3,4.4,4.8,81.1
84.9,179.0,69.4,21.7,1.5,10.1,1.0,4.8,81.4
88.0,185.0,98.2,28.7,2.4,19.1,0.9,4.1,86.1
80.9,179.0,74.8,23.3,2.6,1.8,1.0,4.8,82.7
77.6,189.0,92.0,25.8,1.8,21.2,0.3,4.9,73.1
80.4,173.0,119.5,39.9,1.3,0.3,4.6,6.0,78.7
89.6,191.0,89.6,24.6,2.9,6.8,2.8,7.6,89.2
66.3,187.0,66.2,18.9,4.8,0.9,1.8,11.1,68.7
85.0,168.0,134.4,47.6,3.5,9.4,1.9,11.6,82.7
77.6,182.0,129.7,39.2,2.1,17.4,4.9,6.0,71.0
88.2,172.0,56.6,19.1,3.2,5.3,1.6,5.5,88.2
86.4,177.0,94.5,30.2,4.2,22.1,3.9,9.7,84.1
89.5,175.0,67.6,22.1,0.1,4.5,0.8,6.5,87.7
80.9,176.0,64.4,20.8,0.6,19.2,2.8,9.4,76.6
85.8,194.0,51.9,13.8,1.3,15.3,3.2,9.2,82.5
77.2,201.0,105.5,26.1,4.6,1.4,4.5,3.5,78.3
85.7,165.0,84.5,31.0,0.9,0.7,1.3,4.2,85.4
82.7,193.0,73.0,19.6,0.7,18.5,5.1,7.3,78.9
77.6,200.0,134.1,33.5,1.6,5.5,1.8,6.9,75.1
80.8,183.0,80.0,23.9,2.3,5.9,0.8,3.0,79.5
81.0,170.0,65.2,22.6,3.9,0.8,1.6,8.0,83.7
88.9,192.0,81.1,22.0,3.7,11.7,2.7,11.3,87.7
88.3,178.0,60.2,19.0,2.9,0.2,0.2,5.6,90.4
86.5,214.0,107.5,23.5,0.7,6.6,2.8,12.2,85.1
83.2,163.0,101.3,38.1,0.2,18.6,5.4,6.4,78.3
79.7,165.0,68.6,25.2,0.2,3.8,0.5,5.3,78.2
89.5,205.0,135.6,32.3,3.6,0.2,2.1,4.7,90.9
74.3,179.0,76.3,23.8,2.1,9.8,1.8,8.6,72.1
84.5,183.0,101.5,30.3,3.8,0.4,0.6,5.2,87.0
76.9,179.0,88.3,27.6,2.2,2.6,4.1,6.8,75.6
86.6,194.0,84.4,22.4,1.4,20.2,0.7,13.3,80.7
77.2,173.0,52.3,17.5,3.4,12.4,2.6,6.4,75.8
88.4,183.0,84.3,25.2,3.3,6.6,4.4,5.4,87.7
94.0,169.0,81.2,28.4,2.7,19.2,5.2,4.3,90.2
76.4,190.0,64.6,17.9,4.4,10.0,0.0,7.5,74.7
86.1,164.0,86.1,32.0,1.7,16.5,0.4,4.9,83.9
76.5,165.0,100.7,37.0,2.8,16.8,0.0,2.2,75.4
77.6,188.0,66.2,18.7,0.5,1.5,5.6,8.5,74.8
78.2,171.0,60.9,20.8,0.4,5.6,2.2,2.8,75.8
84.7,175.0,88.0,28.7,4.0,18.3,0.3,2.3,81.1
83.4,182.0,80.9,24.4,1.3,21.4,0.3,5.3,79.4
75.6,201.0,93.1,23.0,1.4,15.2,0.4,5.0,71.7
97.7,169.0,111.1,38.9,2.5,2.1,1.1,3.8,97.8
80.0,189.0,59.5,16.7,1.7,0.3,0.4,3.4,81.2
95.1,189.0,88.0,24.6,4.3,0.5,3.6,11.1,97.4
83.4,180.0,92.6,28.6,2.7,13.6,6.0,11.6,78.4
77.1,178.0,53.1,16.8,1.4,8.7,0.4,10.3,74.7
84.9,194.0,91.4,24.3,2.3,21.5,2.5,9.5,79.4
81.5,208.0,125.5,29.0,2.6,5.1,1.3,5.0,81.0
86.6,176.0,78.0,25.2,1.0,8.0,0.2,9.1,84.1
79.6,179.0,113.1,35.3,3.8,16.9,3.7,0.8,78.2
81.9,208.0,62.7,14.5,0.8,12.8,5.2,4.6,78.1
76.5,195.0,121.4,31.9,4.4,2.3,4.0,5.7,77.3
78.0,204.0,92.1,22.1,3.8,2.4,0.8,7.7,79.2
86.5,168.0,143.2,50.7,3.4,11.7,1.6,6.1,82.0
79.7,180.0,120.3,37.1,1.1,16.1,0.3,3.3,76.0
79.5,183.0,130.4,38.9,3.5,13.5,3.2,11.4,76.4
79.9,185.0,115.9,33.9,5.2,7.7,5.3,1.5,80.3
75.0,167.0,83.7,30.0,1.6,0.7,0.4,6.1,75.6
83.3,202.0,60.6,14.9,2.2,13.7,5.4,7.0,79.7
84.6,172.0,84.6,28.6,2.5,17.9,3.5,11.3,79.2
84.1,197.0,58.9,15.2,1.3,8.0,4.1,6.4,81.5
65.8,175.0,105.9,34.6,1.2,16.9,0.6,7.1,60.9
81.9,195.0,59.3,15.6,4.3,19.4,1.4,6.8,81.6
78.7,191.0,105.9,29.0,3.9,10.8,4.0,11.2,74.7
66.4,173.0,50.9,17.0,3.2,18.8,0.1,6.6,64.3
82.0,197.0,67.6,17.4,4.8,13.3,0.7,8.6,82.4
89.6,180.0,98.2,30.3,2.4,16.4,0.6,7.3,85.2
77.6,210.0,87.3,19.8,2.0,2.2,0.6,4.3,78.3
78.8,175.0,128.5,42.0,1.2,10.6,1.3,7.6,73.8
89.4,186.0,159.6,46.1,1.1,2.0,2.0,10.2,86.4
79.7,200.0,100.1,25.0,5.4,16.0,0.6,2.7,81.1
75.5,190.0,130.6,36.2,2.9,16.4,2.0,9.7,70.2
66.6,185.0,52.6,15.4,1.8,7.6,1.0,7.9,65.1
84.6,184.0,132.1,39.0,1.4,17.9,0.1,9.1,80.0
69.1,185.0,136.0,39.7,1.7,12.4,5.8,11.7,64.6
91.6,176.0,99.1,32.0,2.8,6.9,4.3,7.0,90.8
73.7,195.0,86.7,22.8,2.7,0.8,0.3,7.1,75.6
78.2,196.0,97.6,25.4,1.4,17.2,0.7,7.3,76.0
76.6,181.0,54.9,16.8,3.0,5.5,0.3,7.5,77.0
86.3,181.0,94.4,28.8,4.5,16.4,5.1,5.9,81.5
79.6,169.0,81.4,28.5,4.8,5.4,4.2,2.0,81.4
78.8,178.0,125.8,39.7,1.7,9.6,2.8,3.0,75.4
72.0,156.0,95.7,39.3,3.9,21.9,0.2,5.9,67.0
84.8,187.0,79.1,22.6,1.1,19.7,4.8,7.3,78.4
83.9,177.0,69.4,22.2,1.5,4.1,2.2,3.7,83.1
93.8,191.0,51.0,14.0,0.8,21.5,2.1,7.9,86.9
89.7,163.0,77.1,29.0,1.6,14.4,3.0,8.0,87.2
74.9,205.0,108.6,25.8,4.4,6.8,0.6,10.4,74.1
87.6,175.0,127.4,41.6,3.3,12.1,1.4,3.3,86.7
88.8,196.0,85.1,22.2,3.2,2.1,5.0,10.4,88.6
73.7,194.0,104.8,27.8,0.8,0.1,1.7,8.2,73.4
80.0,188.0,66.5,18.8,1.9,4.2,3.2,5.7,79.4
68.3,184.0,76.5,22.6,2.0,8.6,1.3,4.1,66.2
71.1,189.0,106.0,29.7,4.3,0.7,2.2,3.0,72.5
79.4,191.0,80.9,22.2,4.6,20.2,0.5,5.6,75.3
94.0,187.0,56.7,16.2,2.4,19.4,3.7,3.5,89.2
92.6,182.0,55.4,16.7,0.8,7.0,2.3,1.3,90.6
84.0,180.0,120.0,37.0,0.9,4.0,5.9,3.8,81.0
87.7,181.0,108.6,33.1,3.3,2.0,4.5,4.8,87.2
88.3,186.0,89.2,25.8,2.6,0.1,1.2,7.7,89.4
76.7,171.0,63.7,21.8,2.8,12.7,2.8,4.4,73.6
67.9,179.0,130.1,40.6,2.3,14.2,0.2,3.6,63.4
82.3,214.0,114.4,25.0,2.7,7.1,1.3,2.4,81.4
86.3,180.0,66.3,20.5,1.2,3.1,2.7,5.7,85.6
74.0,198.0,94.5,24.1,0.4,0.4,1.9,7.7,72.8
78.6,167.0,80.7,28.9,1.3,0.4,1.7,8.4,78.2
74.5,174.0,89.5,29.6,1.0,5.7,1.9,9.2,72.8
91.6,187.0,90.7,25.9,2.5,1.6,0.8,11.7,92.0
79.1,168.0,77.8,27.6,3.2,5.3,0.7,8.1,79.3
85.0,177.0,111.6,35.6,3.4,22.0,1.2,5.9,79.4
90.6,180.0,106.2,32.8,2.7,0.2,4.7,3.9,91.0
75.7,187.0,102.2,29.2,2.2,7.7,1.4,5.1,74.1
72.2,184.0,87.1,25.7,2.4,13.4,0.2,8.8,69.5
83.7,169.0,87.2,30.5,1.4,13.7,5.7,7.1,79.2
87.4,189.0,101.6,28.4,4.5,1.0,0.1,6.0,87.0
85.9,177.0,86.8,27.7,2.8,5.2,1.2,8.4,85.9
78.5,200.0,128.7,32.2,5.0,17.3,5.0,2.8,78.1
91.4,184.0,105.9,31.3,1.2,6.8,4.3,7.1,88.9
78.9,187.0,96.8,27.7,3.2,2.8,2.3,8.9,79.2
77.8,180.0,82.1,25.3,1.4,12.8,3.8,10.7,73.9
79.0,159.0,95.7,37.9,1.9,21.4,0.2,5.5,73.3
75.3,161.0,80.4,31.0,3.4,15.3,4.3,6.2,70.9
82.5,166.0,85.4,31.0,2.6,6.4,0.7,7.4,81.5
82.8,194.0,128.2,34.1,3.2,17.1,0.4,6.1,80.3
76.2,173.0,91.5,30.6,3.9,12.2,0.2,1.6,74.9
80.1,213.0,58.3,12.9,3.7,5.8,6.0,2.5,79.9
94.4,196.0,113.4,29.5,3.4,10.4,0.6,9.3,94.0
93.5,177.0,82.1,26.2,1.5,4.3,4.3,2.8,92.5
76.9,169.0,65.0,22.8,1.3,13.2,1.4,3.1,74.8
78.8,202.0,145.0,35.5,1.6,3.1,0.2,7.3,77.8
77.3,184.0,81.7,24.1,0.7,19.5,5.0,4.0,71.2
76.5,168.0,91.4,32.4,1.4,0.8,4.5,6.7,75.6
82.0,185.0,105.4,30.8,2.4,11.2,3.7,10.3,78.9
92.2,198.0,89.5,22.8,1.7,4.8,2.3,2.9,90.9
78.1,178.0,112.3,35.4,1.9,8.8,2.1,5.2,75.7
92.3,189.0,135.2,37.8,3.0,3.7,1.4,8.9,92.1
74.3,179.0,119.7,37.4,1.2,22.1,3.2,6.7,64.6
80.6,210.0,97.2,22.0,3.0,21.2,3.5,10.6,76.7
74.1,166.0,115.8,42.0,2.4,12.7,1.8,5.1,70.7
84.8,191.0,65.5,18.0,1.3,7.9,5.9,6.5,82.8
88.4,172.0,82.2,27.8,3.4,0.8,0.2,7.3,90.5
93.6,202.0,124.3,30.5,1.0,0.2,0.7,10.8,93.2
77.9,176.0,138.3,44.6,3.1,13.6,0.4,3.8,74.7
85.8,173.0,152.3,50.9,1.4,21.3,0.9,1.5,77.2
76.9,188.0,63.3,17.9,2.5,6.3,0.3,7.4,76.2
75.4,207.0,72.7,17.0,2.1,16.2,2.0,10.7,70.8
76.0,169.0,129.7,45.4,1.5,10.1,4.3,2.9,72.3
91.5,164.0,120.3,44.7,2.9,8.7,0.1,9.4,88.9
97.3,172.0,121.4,41.0,1.3,0.0,2.2,6.2,95.9
64.1,203.0,99.9,24.2,0.5,0.1,2.2,3.7,63.8
85.5,191.0,74.2,20.3,3.3,20.7,0.5,8.9,83.6
70.1,193.0,108.0,29.0,4.1,11.6,4.3,8.5,69.1
70.6,191.0,59.5,16.3,4.6,16.9,1.3,3.2,69.4
79.8,176.0,94.3,30.4,4.5,0.7,0.4,8.4,82.3
72.1,168.0,79.2,28.1,0.9,15.0,0.1,3.8,69.5
92.7,192.0,79.2,21.5,4.3,0.3,2.0,2.2,96.2
78.3,166.0,72.0,26.1,1.9,0.6,0.8,3.3,79.0
73.3,169.0,136.8,47.9,2.3,19.4,0.8,5.9,66.6
82.2,181.0,69.0,21.1,1.2,16.3,5.7,3.3,78.8
76.7,186.0,74.2,21.4,1.7,12.7,5.0,8.9,74.7
71.4,208.0,65.8,15.2,3.6,14.5,5.7,5.9,73.4
85.6,173.0,88.5,29.6,2.6,1.3,3.4,8.4,86.2
69.2,194.0,101.4,26.9,1.8,5.5,0.5,6.9,67.8
80.2,184.0,126.4,37.3,2.8,0.0,0.6,8.2,80.7
85.4,184.0,131.4,38.8,3.8,6.5,1.4,10.9,83.2
77.1,194.0,111.3,29.6,1.6,1.0,2.1,2.1,77.6
81.6,171.0,61.3,21.0,0.6,9.3,4.5,9.9,77.8
90.9,170.0,81.5,28.2,3.9,2.4,4.9,2.3,93.0
80.1,191.0,69.4,19.0,1.4,2.3,0.6,7.4,79.6
78.8,188.0,109.6,31.0,1.2,7.7,0.8,8.6,77.2
75.6,172.0,50.3,17.0,1.9,5.4,1.3,2.0,75.5
86.1,199.0,106.1,26.8,3.1,3.6,0.4,6.8,87.2
71.3,194.0,91.6,24.3,1.3,11.9,4.9,2.7,68.2
87.7,164.0,111.9,41.6,0.4,15.1,5.4,5.4,80.9
72.0,197.0,75.4,19.4,2.0,12.2,3.2,4.0,66.6
86.2,185.0,51.9,15.2,0.4,2.5,4.0,9.8,84.1
93.5,179.0,95.2,29.7,5.4,2.8,2.1,5.5,96.5
89.3,191.0,128.8,35.3,3.4,16.8,6.0,8.2,81.8
81.2,176.0,143.5,46.3,2.7,3.5,4.6,2.3,79.2
89.7,203.0,152.6,37.0,2.8,11.0,1.9,6.0,88.0
91.8,197.0,113.0,29.1,2.3,22.0,0.4,9.1,90.6
66.3,162.0,95.2,36.3,2.0,0.0,0.6,9.7,65.4
78.0,196.0,94.0,24.5,3.3,15.5,0.2,5.7,78.0
64.9,177.0,92.7,29.6,2.9,6.7,0.8,5.8,63.9
69.5,180.0,101.6,31.4,2.7,10.8,0.5,6.1,68.1
81.6,194.0,140.9,37.4,1.7,11.6,2.7,9.1,77.5
72.7,185.0,106.2,31.0,2.2,5.3,2.2,3.0,72.6
88.6,171.0,54.2,18.5,0.5,7.9,4.3,3.5,86.2
80.3,172.0,105.5,35.7,3.7,12.1,2.2,9.5,76.8
85.7,181.0,85.7,26.2,2.4,5.7,4.8,8.8,82.9
91.4,160.0,93.2,36.4,1.2,14.1,3.8,6.8,86.1
85.2,195.0,75.7,19.9,2.0,13.5,3.2,6.4,82.2
77.3,187.0,98.7,28.2,1.0,0.5,3.6,4.8,77.2
76.8,178.0,115.5,36.5,2.9,17.8,2.9,7.1,73.6
77.6,200.0,69.0,17.2,1.8,4.3,0.5,2.7,78.5
89.3,184.0,132.2,39.0,3.5,8.0,1.2,6.6,85.9
90.8,182.0,97.6,29.5,4.6,21.3,1.7,7.0,88.6
82.6,160.0,83.4,32.6,0.4,17.3,0.1,7.0,79.7
75.0,206.0,93.0,21.9,1.3,7.0,0.7,9.2,74.4
83.8,203.0,50.2,12.2,2.9,0.3,0.6,5.7,85.8
87.3,186.0,78.1,22.6,3.8,8.6,0.3,3.8,85.5
80.6,193.0,89.1,23.9,2.7,5.2,2.4,12.5,79.8
86.1,156.0,53.1,21.8,2.8,12.6,5.1,6.6,82.9
76.4,165.0,90.6,33.3,2.6,10.5,1.8,5.3,73.6
83.7,181.0,125.7,38.4,4.0,22.1,5.2,4.4,81.4
75.6,186.0,81.1,23.4,2.5,4.8,0.6,6.6,75.2
83.0,168.0,72.7,25.8,4.0,16.9,2.4,0.8,80.6
69.1,199.0,159.6,40.3,1.5,7.4,5.6,4.8,66.0
75.7,172.0,70.0,23.7,2.9,6.9,2.2,9.8,75.7
88.2,174.0,81.9,27.1,0.4,18.3,0.6,10.2,84.7
85.8,180.0,105.3,32.5,1.4,14.1,4.2,3.5,80.1
78.9,190.0,113.2,31.4,2.7,0.4,1.0,2.9,80.4
78.8,186.0,77.5,22.4,2.0,2.2,4.2,9.9,78.6
93.4,177.0,78.9,25.2,5.1,8.2,1.3,7.7,93.6
80.5,164.0,74.1,27.6,1.6,19.0,0.2,7.6,74.4
79.2,198.0,111.1,28.3,4.2,7.3,4.1,6.1,78.3
79.5,193.0,105.2,28.2,2.3,18.4,4.0,7.2,72.6
83.0,169.0,81.7,28.6,5.2,0.3,0.4,7.7,87.9
77.0,183.0,108.8,32.5,2.0,8.7,1.0,8.9,74.5
77.3,187.0,91.3,26.1,3.9,2.9,1.0,8.1,78.2
78.9,200.0,81.5,20.4,2.4,9.3,1.4,10.1,76.9
86.7,189.0,76.7,21.5,1.4,9.8,1.2,9.3,82.1
84.7,175.0,75.8,24.8,1.5,14.7,0.4,2.3,83.0
70.5,180.0,125.7,38.8,5.2,16.6,1.0,11.9,69.3
72.0,179.0,119.1,37.2,1.9,13.5,0.4,4.6,66.6
78.4,171.0,105.3,36.0,2.4,14.6,2.6,4.8,75.1
67.8,196.0,95.3,24.8,3.5,14.8,2.2,9.9,65.9
87.1,193.0,160.4,43.1,2.9,0.3,0.3,9.1,85.7
83.6,174.0,146.2,48.3,1.6,13.4,5.4,4.1,77.5
85.5,162.0,56.5,21.5,0.7,3.3,0.5,5.9,84.6
83.8,195.0,99.7,26.2,2.5,7.7,4.2,3.5,82.1
81.4,171.0,95.4,32.6,1.0,8.1,4.0,7.7,78.0
64.1,188.0,115.2,32.6,4.9,13.1,2.1,2.4,65.3
78.1,197.0,78.8,20.3,2.1,10.7,4.7,6.3,77.5
77.0,205.0,111.0,26.4,2.7,14.6,4.9,5.9,71.5
93.9,206.0,112.3,26.5,1.5,7.7,2.4,7.0,92.7
87.8,190.0,93.3,25.8,1.1,11.3,5.2,3.4,85.8
92.2,194.0,98.9,26.3,1.8,1.5,4.9,2.3,92.1
83.6,199.0,84.0,21.2,3.2,19.6,0.4,4.5,82.1
85.7,192.0,89.5,24.3,2.5,0.3,0.8,6.7,86.6
76.8,174.0,59.4,19.6,1.8,10.3,4.8,1.9,72.5
